0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
-44.29495462639387,-43.9195579086003,-43.273109336105136,-40.409032832530436,-37.585183004878616,-37.162767423615065,-37.778891830889286,-38.916828190541715,-40.46042767561194,-39.769996201298355,-33.1039918022111,-23.095342705306255,-20.260334364887395,-21.87629916465998,-23.678674448757228,-26.06734253592294,-27.445815147586185,-26.748184345413947,-27.738193700214488,-29.77591965625634,-28.557802316546574,-22.923585986577343,-16.64465675070633,-14.610943024035258,-14.676743150559615,-16.740019463779223,-16.938773102906435,-17.690531814632802,-21.96491900536636,-22.943620103203045,-26.76226787667487,-29.65203048774673,-29.273553179572257,-24.6566208807817,-21.14518634626906,-23.19681773668229,-25.51219329396578,-26.973907577527783,-27.670304280219703,-28.888536024425264,-27.990051681553602,-25.873097262492152,-21.221186360646406,-21.4307172834724,-26.947526677489083,-31.29982251068329,-32.85816354941777,-30.610603895075947,-28.750250530911792,-28.395307835525404,-30.33058779834423,-30.4746234901992,-29.595546890083877,-33.6747207564294,-39.43738084420097,-43.565309506308935,-44.437467068777714,-43.77591603291501,-42.991878988189804,-42.46137524214313,-42.98068571883329,-42.08000824166717,-42.43085706116323,-43.232392849198156,-44.63007160653387,female_angry
-51.72182878690432,-51.72182878690432,-51.72182878690432,-51.72182878690432,-46.8546438662806,-42.401587220420645,-41.832171202292486,-44.18806026635386,-46.8836502503738,-41.15834780692308,-19.03362794847596,-12.45222144513386,-12.979319538238032,-16.689026153882384,-18.939159365095744,-18.767985313656645,-19.168807587950692,-18.012496446261277,-14.779624543417262,-12.394853629031921,-14.65258673610725,-17.782551156980393,-13.95876717257575,-12.600582786611666,-14.757942698437121,-14.83908822954788,-15.326828829744887,-16.487812458357887,-13.62924979884637,-12.751880896926686,-13.748646728466547,-14.014653794736496,-16.657721137497095,-16.728742994286776,-15.252531649516104,-12.277243774171884,-14.394979069780788,-16.845123428607334,-14.709713852550642,-16.62754079068589,-19.63137551060885,-23.92072135499803,-28.17041507831219,-33.916381102582264,-40.261056191867084,-41.915943924017895,-41.290248246440015,-44.46304284383116,-43.490084985460754,-45.56669827770608,-48.19160053528919,-50.927627177971154,-51.72182878690432,-51.72182878690432,-50.97140465300059,-51.49888939252725,-51.72182878690432,-51.72182878690432,-51.72182878690432,-51.72182878690432,-51.72182878690432,-51.72182878690432,0.0,0.0,0.0,male_sad
-26.071445912355085,-25.24679649227192,-26.1388745135893,-27.616152340078806,-27.424293106887628,-26.65070751275561,-23.848457882289956,-26.07718076055564,-29.08599384320738,-27.125465390304576,-26.52248140183656,-24.149561089771115,-19.594647101512198,-16.6631379714183,-17.048314771868284,-19.037335518088657,-17.431949636677725,-19.311788866857516,-20.4530794762484,-18.426274729800937,-16.42167248855329,-15.69996372031628,-15.015642217210553,-15.005543205070852,-7.35568219108532,-4.2235820108509765,-6.715977106228345,-9.488626410787763,-13.077840159835112,-13.943340548495645,-12.647390289167504,-13.10280726542898,-16.372234147515453,-18.864629996536873,-20.139880499646424,-14.472281169245939,-9.278242436097182,-9.539441499752304,-12.940662467469625,-14.479698750050797,-15.20038841514411,-13.730415462179757,-12.990541159065563,-10.104060582095437,-7.733626495249153,-11.366443484749272,-16.698143581194415,-16.668732342093133,-15.531375386382134,-15.66396942013341,-14.750746258984359,-16.89694497988234,-20.510111876304467,-22.908179749447303,-23.349012549316903,-24.942363186442837,-26.247750650826866,-27.355350359723722,-27.443075930926828,-26.562502855415275,-25.71161978532655,-26.359957334453206,-25.985272133840706,-25.807964694694896,-24.769322228747946,female_angry
-30.189922420571182,-30.135556557973743,-30.05496317408769,-27.401432683234116,-25.120445993434114,-25.137507153953987,-25.378402867498007,-23.836930080889353,-24.64404672832213,-25.371201855235384,-20.88945418339243,-7.324030337949839,-2.6005290378530383,-3.6809937086151074,-8.447864220233908,-9.474560598367038,-10.596648277633722,-12.11065945044901,-9.698017287462733,-8.405109708850114,-10.806308285903203,-10.583295316640541,-7.984452834915022,-8.90883564623601,-11.51242278605438,-11.498052640205815,-6.961467320925578,0.09529370876396989,3.119852856636671,0.4648148566919638,-6.243788181397097,-9.125121543609508,-10.141298663435363,-7.606669178834529,-7.7685514017538395,-8.759481743680308,-9.2394234521725,-8.774930503647157,-6.797490317514368,-6.4421783686317395,-11.012861481061067,-14.202153517445396,-16.576055952450044,-18.634765241997595,-19.859844367537775,-22.62418501574647,-26.103497906575527,-27.310490860074125,-27.205329839468867,-27.249817703426892,-28.963709915305458,-29.48054720435745,-28.390165546931435,-28.171319787453857,-28.592022638085623,-28.95188950496557,-28.369200934129857,-29.109930626827854,-28.11981724855296,-26.131856309253255,-26.420955653894563,-28.35659518353077,-30.43491848462581,-28.974253825374326,-29.70860887798017,male_sad
-31.74977419107914,-31.360156356561706,-30.086004833309637,-30.105762143667377,-31.45634936242099,-31.7827825656248,-31.119908371072516,-29.929280966389722,-24.033774331772666,-19.500425485345136,-8.952487249117313,-1.4877056462190765,0.6038550061835732,-2.0855967397520545,-8.151270872030317,-8.47501120174236,-7.0131575028943605,-9.358578465465683,-4.5224560497890725,3.5740464712069526,7.6433394766476335,6.503155232489375,-1.512873385799025,-2.3740530973047638,-3.285268761325953,-7.3725976917820315,-4.553885451738815,-4.886807269278787,-7.329071310405272,0.9559884626474433,6.1635542676600705,8.5656382510303,8.13644042498343,-1.3955327911653,-6.4978283130809285,-6.8369905194150595,-1.5384065789969692,3.450240269003195,2.8708955396647147,-1.2631666731724684,-4.860751834053018,-2.2826467447992096,3.2197237310328153,9.27318147831344,10.330128128904242,7.892489128534591,0.035249693055383786,-9.556384194882092,-15.622311941850155,-22.653317248150195,-26.29052201029337,-25.44075853116058,-25.72549671729616,-27.339320559389407,-28.432911922130526,-28.70281732513528,-30.124370301865593,-29.599309890520082,-28.267485414160475,-28.192104435095413,-28.710799058317455,-29.43056832412065,-29.577855832647025,-28.746257101164222,-28.418555747044305,male_angry
-57.595022239719746,-57.79393119308421,-57.738923514289255,-57.738923514289255,-57.738923514289255,-57.738923514289255,-57.738923514289255,-57.738923514289255,-57.67990624131877,-49.99103231299217,-37.80108228851084,-35.19099803759732,-33.11510374170807,-33.211304778178594,-34.4371947918895,-33.42253742192123,-31.93137027536093,-31.411539991800343,-28.844897741166058,-26.717967597740497,-28.344938094006963,-31.898839548750683,-30.15097887949594,-25.945155990513967,-24.6872629529665,-27.7229260533222,-28.654450498821014,-30.90704195146039,-33.929319703093356,-34.10558649670707,-26.575001890707732,-19.084723821876633,-18.946677561185915,-25.402523815425443,-26.998801733834316,-27.079450543410573,-28.161330932086916,-26.83843632811519,-26.717637347714792,-30.20851971354915,-31.89457234232007,-31.804686277681018,-32.46558711364682,-33.29136173057616,-35.14498914765268,-38.64389952887123,-42.924437141845615,-45.46241231909467,-49.59264758855924,-51.129955632610965,-50.54496576339467,-49.95898174998102,-49.37840035681765,-49.66870359495168,-51.68682667528616,-52.000739758443956,-53.2703899709856,-54.177903502441616,-53.07275086845687,-54.55147786770861,-56.145879189395345,-53.98153052873665,-54.53442606867832,-56.692603461698006,-56.42377901414804,female_calm
-29.798811728461846,-29.715709387858023,-28.4645244156513,-28.156925686226543,-28.24039566780952,-29.324007050605626,-31.44861367590972,-31.134263204164533,-31.18978463316855,-30.9500975268477,-25.260801637064034,-18.650698862482365,-13.134354534520547,-11.015211224573541,-12.01722518163157,-15.169615633850698,-14.660295058561802,-10.341001676910167,-9.164428053346514,-10.845991132431825,-13.002612743273556,-10.576442024419311,-9.365900414190362,-9.358971508396486,-9.267306430295047,-10.049241435571556,-12.78121753961416,-9.902142582931289,-9.358627822568591,-13.29093789144267,-16.991396236466503,-16.213066729787336,-17.76572923999741,-21.475678524491116,-18.83156528965489,-11.557221993794418,-11.152094415628124,-11.119026582638993,-10.851636273302814,-14.42418142778512,-12.307156188758585,-10.777125081904844,-7.95322013171412,-8.335909461813147,-11.73370072752658,-13.633130608839311,-13.948489808103611,-14.528433606075472,-15.576760137164399,-15.804556622230603,-17.013465795944263,-19.32398150006588,-21.60238596420644,-22.05475294600825,-23.357606326622935,-24.493913401325436,-25.823281756226184,-28.140086331824843,-28.64215554789157,-29.697365764413046,-31.05234773037514,-32.99807150441703,-35.4872198714021,-37.652327684425074,-40.66330706433239,male_calm
-56.67838664922701,-56.677573806924215,-56.677573806924215,-56.4021163814274,-53.57636656321666,-50.090843930296565,-50.09796722563941,-54.8331905591964,-56.677573806924215,-55.226573302320205,-40.79405668242376,-35.004768351595715,-34.93842394669373,-36.561668895152806,-38.77314505920878,-37.47878711847284,-36.61960282686387,-35.754169398496764,-35.86956907650439,-34.628780934588015,-34.91783278064385,-32.48908886163635,-33.58757476099333,-32.562637355006174,-28.985061919067427,-27.925376514757698,-30.224575218711042,-31.46256033655679,-31.77225182812342,-31.075672385927575,-33.69669290019852,-37.067329847772946,-38.52773735872523,-39.657152858871456,-38.98367219844726,-34.19229430356473,-29.452677434487608,-28.048684512305343,-30.927270022089584,-33.05312737744286,-35.06149352168237,-36.80558383454212,-37.80010253168127,-37.858021379089344,-35.81672275636283,-35.19792999979909,-33.96323341437688,-33.63510647635975,-35.00935199332941,-35.48521659887499,-36.597388913409716,-36.66977624353405,-36.25116684324688,-36.73699956958887,-36.46325081483952,-36.60047722808555,-35.80964009374282,-34.378699783610955,-35.283978899264994,-38.40784606767042,-36.629183741727644,-35.223864902370174,-33.787358634612715,-33.12049593045245,-28.9637247361288,female_calm
-40.27452918881001,-40.302007839571665,-37.91781125151415,-35.98664699405385,-38.912800521258795,-39.52015772183172,-39.79817447302261,-40.126154526387296,-40.3495296612902,-39.92451069095195,-28.71387582331491,-23.296269873399883,-21.27401216527752,-23.833537863483294,-30.461342445276124,-31.719140113627347,-30.411606215903205,-31.217859834227486,-24.07478787422393,-15.647945737515293,-14.26602420493547,-17.610884293645604,-15.352815889654476,-12.584739022714812,-13.53141526606181,-18.421082747121922,-20.36922889232886,-23.537261840440298,-27.312680173376513,-21.76547249124434,-19.27511396986559,-20.356339444937042,-20.999100402052882,-20.74066163071493,-21.425685465369362,-17.795432618172942,-18.803242460505917,-23.087625214490803,-22.155571785180612,-17.41916791521517,-15.059072356829708,-18.349436624210476,-27.787219897794483,-32.529338833479045,-35.392112045098685,-34.594383559633485,-36.36890428949726,-38.73907954943374,-38.360166204492025,-39.156158629972396,-39.98541084537323,-39.52693754037906,-38.39691066376257,-38.89630655095149,-40.152826029809084,-39.43692961243199,-39.791566868511985,-40.68288100306954,-40.274176151966486,-40.11669133260773,-40.55719485702036,-40.29097416655095,-40.27452918881001,0.0,0.0,female_sad
-36.37996954079498,-36.37996954079498,-36.37996954079498,-36.40752539346781,-35.462620839573646,-35.029235502731325,-34.70348909395375,-34.80928607459664,-32.571892838741086,-29.05870141740459,-13.66452464596894,-1.3576640288756996,2.686444281925205,2.379725801533084,2.0694477600531016,3.97961456574226,1.111400769337864,-12.590547887196143,-15.244871555631782,-11.21306157010224,-1.3694561029966914,2.2082735198842367,-0.006677682398994023,-10.154384167385539,-12.003815810859443,-12.412779291096406,-1.930087934759333,2.264263882418934,0.20152892042286694,-3.7256700673141836,-7.00413566091008,-10.21158262456322,-11.232536821095115,1.4921531371434826,5.77125955807959,5.473454174900794,5.9246213119546525,0.37191948580207507,-4.384402571718555,-3.9380533190486227,-7.800591382644085,-2.957569125748214,-1.7344164729806149,-2.0929779276944767,-0.3428258071919176,1.2874784864251194,-1.0948661151018253,-8.793472507746944,-12.747098868657575,-13.607613709655082,-16.617191968591083,-22.368469233362717,-28.46713982339359,-29.52575437150548,-30.8684295724382,-29.77504759135515,-29.95117525538597,-30.085198708497913,-28.990782083158027,-29.741149128404746,-31.27620789819085,-34.05404592700591,-34.197054820462625,-33.54010469470285,-33.78403867112955,female_angry
